first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF
0.06535568682029363,0.05703582229250717,0.07342672749377559,0.06489738528545042,0.06469069219546006
0.0590570224467447,0.05094082056887268,0.07356202259973463,0.05158450520354851,0.05914643339170091
0.09241617927724448,0.08272428564768827,0.10521455306625639,0.12200870713914622,0.09633811365561258
0.03218740074390072,0.02667450124460083,0.03984582316204009,0.030082124937227714,0.03276077861492249
0.02543718650588167,0.02058620722129821,0.03603987839883205,0.02051551877343739,0.02537847621875782
0.059821655630257486,0.04602186628621294,0.06705842198512749,0.07354384292253198,0.05574070236728573
0.0637919393933284,0.05312594956493716,0.07192382061865399,0.05370822652052457,0.05760975884712845
0.056110591919538655,0.047343190368571944,0.0679643345694107,0.04776359293220189,0.053691130794277446
0.08677282372706971,0.08135592707440727,0.09534164180487242,0.11639973908824915,0.09328409242803164
1.3082121073028117e-06,0.3390204148385128,0.015366225264339665,2.0219117751827054,2.3625824066317147
171.1408729672722,106.38302308169288,282.99070585445025,268.1462474098789,100.87184741046434
