first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF
0.05354166851984061,0.03890018400119398,0.039566660594315524,0.03224875938875569,0.05417576619255534
0.04127336767401815,0.030535523773261193,0.02750232257472722,0.01976452390988191,0.046885333099263626
0.1130984456336917,0.08059091900053013,0.09859164624529271,0.09551406582051425,0.11383364403073372
0.036656630397106114,0.017621913082024446,0.018359683856930167,0.016537722769579013,0.030632831067027806
0.024529963884493997,0.012441067949243054,0.011068006482579254,0.009235562834018654,0.02311197064222947
0.09027707281117373,0.03121657055936825,0.07346020176953913,0.09952180546726525,0.05633406310910134
0.039088739050425175,0.029908634192357123,0.027997984580964894,0.018648221399586995,0.04748414569244997
0.034598599766799916,0.0283597903429669,0.026062124878967415,0.018076185321820894,0.04253983998440314
0.10881144963727384,0.07296767767762127,0.096707462059506,0.0976728465602565,0.10990835317322138
5.949725968107119e-07,2.7723150006137387,0.5584386292150291,32.314876003824686,39.60320318929853
426.2425952436007,145.41286050415212,778.1009960152988,1194.853313172793,167.88504251421566
