first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF
0.1880117795852408,0.13755845513388837,0.1577611135428601,0.12330474182769449,0.16179969400455887
0.11413377192982456,0.08952800041908952,0.09007997936016512,0.06762041941732222,0.10878436426116839
0.5435499058380414,0.29439393939393943,0.5923295454545454,0.7391304347826086,0.31512605042016806
0.049630539718100164,0.01921567664568653,0.042193674365835196,0.035732114410428936,0.027397255629783318
0.029732071928937676,0.012889381143569155,0.023017499878809702,0.01899587190412085,0.019687794050232826
0.18063186813186813,0.043478260869565216,0.20993589743589744,0.310639175257732,0.05146627565982405
0.11412973722724842,0.09349040623236779,0.08715644782067877,0.06327671298528603,0.10592404242832057
0.10923976608187135,0.08807369101486749,0.08517156862745098,0.06285453808752026,0.09987732024749307
0.5204849498327759,0.2727272727272727,0.5638586956521738,0.7205595315549772,0.2807807807807808
2.6226043701171875e-06,1.0815922021865845,0.05992591381072998,1.7001904249191284,2.047958016395569
475.0,233.5,772.0,1311.5,210.5
