first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF
0.673624359843836,0.02936749586063119,0.4216256109570093,0.2352117237125705,0.1618631035366358
0.6421993906691006,0.06593049694607782,0.4177645718011432,0.18633511252245097,0.20569596079341695
0.7275908470120852,0.01952460706642881,0.44417236849226016,0.33371898416915513,0.14180549523735558
0.6158153765448174,0.0010226817140311776,0.2728622520332184,0.07951962536322958,0.02278920710240394
0.5922088890105403,0.002018135081292976,0.2842089271504386,0.05990568335219074,0.030736749141755285
0.660704443995162,0.0007053166699076169,0.2763458690051532,0.12437806355593733,0.01952707043924382
0.6529117897536801,0.01953039801905686,0.383725247524876,0.18709131916555535,0.13134578727426002
0.638048596376069,0.061932814647351876,0.39474421345551974,0.17094546775782976,0.18295530298999696
0.7243710123017134,0.018268693783266732,0.4161131360146205,0.30746704332692937,0.1264461961458328
2.884864807128906e-06,1.9703648567199707,0.09815682411193848,40.370923438072204,34.00854642391205
142.54,28.82,155.3,347.32,79.0
