first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF,,,,,,,,,,,,
0.181035778404111,0.134755852087867,0.145443262864194,0.112499746763793,0.161802018797268,,19.0510053363506,13.8239664600819,15.6455184089937,12.4978286090081,16.1547806998971,,18.885759570676,13.6735095447909,15.5010295728291,12.3665963271764,15.9812616065179
0.112572790534504,0.090410169715179,0.083723813179259,0.061809166912647,0.109429582999257,,11.908065054147,9.36141722574675,9.19324720382317,6.93673453145781,11.1961935097341,,11.7850516469687,9.25624578183653,9.09719699769981,6.85738925177389,11.0651386534846
0.544313737250659,0.29933444481763,0.598436006585621,0.699522663174383,0.332036975276038,,54.5075758523311,30.1642780535909,59.1051020703572,71.4974106937609,32.8503927858755,,54.0868479969361,29.7556365995696,58.7264020632961,71.1456649121335,32.4836440542566
0.050524978279735,0.024891087210421,0.037911193938943,0.03010847222156,0.038159418947083,,5.47278932552884,2.2157463037936,4.20504601163901,3.53141460642699,3.44011825079632,,5.37327430860021,2.14243823971086,4.13160651018538,3.46893545209202,3.33868601980292
0.029909436738903,0.016089312845746,0.020950156963092,0.01612694303231,0.025413070487917,,3.28064445619917,1.47895242575474,2.37575947431908,1.90708441208676,2.35509394075969,,3.21705465036641,1.43018788007756,2.33182455970185,1.87198977777341,2.28520747143871
0.201976678317871,0.060737573860292,0.223603688018418,0.267900327215247,0.081433344799103,,19.9478567402754,5.14150621200983,21.5270786719141,28.4887240876863,7.31965879287502,,19.6063309795679,4.95979244368767,21.2046935895632,28.1278639521976,7.1067148281986
0.114687748067819,0.090054926041043,0.081118183853969,0.060205999771749,0.11092997197992,,11.8842155069377,9.28330734271931,8.87862349164598,6.68731518678325,11.1043744909794,,11.7588263473359,9.1771810332498,8.78374333774338,6.60943705865945,10.9708149275054
0.109522066520434,0.085031154843429,0.079490401460947,0.059623657926001,0.103050640798441,,11.3326431507369,8.80334319555088,8.6415646180019,6.60825848999227,10.3622729029004,,11.2201688861206,8.7048648346003,8.55239337960573,6.53258967697068,10.24261688899
0.530352049169483,0.281659802356081,0.570394220946181,0.674627976953609,0.312332734394894,,52.1973307490288,28.2895143001182,55.8143338694481,68.3298889863782,30.6570497083282,,51.7861198179843,27.911622403964,55.4392558779822,67.9687146589913,30.2993245637347
2.87691752115885E-06,2.38964309692383,0.459495115280151,18.8216081221898,28.0537695089976,,0.000267267227173,172.6694252491,29.0202577114105,1075.52235269547,1494.42803454399,,0.00026388619701,162.289820473304,26.2867164485338,970.960453918188,1341.96161162383
666.266666666667,258.266666666667,1042.9,1834.33333333333,261.833333333333,,63096,25776,101048,173433,26714,,61945.9686851093,25328.2881527656,99408.143086068,170659.608736503,26245.3690123448
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
variance,,,,,,,,,,,,,,,,
first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF,,,,,,,,,,,,
0.052747716273988,0.062435162534882,0.045275271540362,0.042414906350757,0.06516521935001,,0.055081921891521,0.050152305097001,0.048162945388196,0.043744093943901,0.057839697793059,,19.2162511020251,13.9744233753729,15.7900072451583,12.6290608908398,16.3282997932763
0.039744193147429,0.041518435979572,0.028010917804913,0.025100296129214,0.046243288473836,,0.041004469059425,0.035057147970075,0.032016735374454,0.026448426561309,0.043684952083169,,12.0310784613252,9.46658866965698,9.28929740994653,7.01607981114174,11.3272483659836
0.164373575234311,0.166475147646964,0.136323340173807,0.119718633934001,0.136911313804062,,0.140242618465014,0.136213818007127,0.126233335687022,0.117248593875783,0.122249577206284,,54.9283037077262,30.5729195076123,59.4838020774183,71.8491564753882,33.2171415174943
0.028318931933403,0.039686515938575,0.020028619151251,0.022153804870629,0.049597421634591,,0.033171672309543,0.024436021360913,0.024479833817876,0.020826384778325,0.033810743664467,,5.57230434245747,2.28905436787634,4.27848551309264,3.59389376076197,3.54155048178972
0.017672673609032,0.026400456222995,0.011202724940019,0.012365535674851,0.033369651018475,,0.021196601944254,0.01625484855906,0.014644971539076,0.011698211437781,0.02329548977366,,3.34423426203193,1.52771697143192,2.41969438893631,1.9421790464001,2.42498041008067
0.12969647243386,0.090039416808374,0.129427295686532,0.127062184222401,0.101059911149928,,0.113841920235825,0.060571256107387,0.107461694116956,0.120286711829587,0.070981321558804,,20.2893825009829,5.32321998033199,21.8494637542649,28.8495842231751,7.53260275755143
0.043395466849258,0.041750497245085,0.026871536279552,0.025441654771102,0.052012141102873,,0.041796386533925,0.035375436489837,0.031626717967535,0.025959376041267,0.044519854491322,,12.0096046665395,9.38943365218882,8.97350364554859,6.76519331490705,11.2379340544534
0.038840662837369,0.039117194868257,0.025855098294307,0.024822691442747,0.047416270589301,,0.037491421538787,0.032826120316859,0.029723746132058,0.025222937673863,0.039885337970148,,11.4451174153533,8.90182155650145,8.73073585639808,6.68392730301385,10.4819289168109
0.162577373429354,0.153824146386153,0.129795245963354,0.121050027906263,0.139391118138014,,0.13707031034819,0.125963965384742,0.1250259971553,0.120391442462287,0.119241714864515,,52.6085416800734,28.6674061962725,56.189411860914,68.6910633137651,31.0147748529218
2.4164977260938E-06,5.87961966476279,1.36342040563731,66.6798298172504,105.256682931566,,1.12701005422473E-06,3.45986825859865,0.911180420958902,34.8539662590924,50.8221409733884,,0.000270648257336,183.049030024896,31.7537989742872,1180.08425147274,1646.89445746416
427.566831683136,166.943689774593,459.090503060127,823.271414675757,142.049776095877,,383.343771630236,149.237282411467,546.618971310681,924.463754498939,156.210329218391,,64246.0313148907,26223.7118472344,102687.856913932,176206.391263497,27182.6309876552
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
50-70mean,,,,,,,,,,,,,,,,
0.207144354079087,0.143269170049568,0.167212785688254,0.130825150545022,0.167383940318805,,,,,,,,,,,,
0.131694738133255,0.099729871756652,0.099313412015878,0.072624472202376,0.121014503969729,,,,,,,,,,,,
0.527422537730012,0.27864437482693,0.58158521604967,0.714197405582865,0.31619934350379,,,,,,,,,,,,
0.056993626347062,0.017943203705556,0.039020050044012,0.033482361994829,0.035944315500615,,,,,,,,,,,,
0.03509480349129,0.012631696230754,0.022241684363125,0.018072890524929,0.025950809075597,,,,,,,,,,,,
0.173611229453318,0.03338137693459,0.181163199218207,0.255872779391539,0.067969668216101,,,,,,,,,,,,
0.131665241348037,0.100988912094563,0.095782715236062,0.069379794632124,0.120816774289202,,,,,,,,,,,,
0.124931060511584,0.094985506719079,0.092958855357114,0.068585733973003,0.112674207832303,,,,,,,,,,,,
0.504339419357147,0.264768234078588,0.545040654976675,0.677348971670914,0.297754349555343,,,,,,,,,,,,
2.46763229370117E-06,1.79318841695786,0.246681809425354,11.5218630194664,14.3261675000191,,,,,,,,,,,,
685.5,279,1188.2,2049.4,301.75,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
var,,,,,,,,,,,,,,,,
0.053541668519841,0.038900184001194,0.039566660594316,0.032248759388756,0.054175766192555,,,,,,,,,,,,
0.041273367674018,0.030535523773261,0.027502322574727,0.019764523909882,0.046885333099264,,,,,,,,,,,,
0.113098445633692,0.08059091900053,0.098591646245293,0.095514065820514,0.113833644030734,,,,,,,,,,,,
0.036656630397106,0.017621913082025,0.01835968385693,0.016537722769579,0.030632831067028,,,,,,,,,,,,
0.024529963884494,0.012441067949243,0.011068006482579,0.009235562834019,0.02311197064223,,,,,,,,,,,,
0.090277072811174,0.031216570559368,0.073460201769539,0.099521805467265,0.056334063109101,,,,,,,,,,,,
0.039088739050425,0.029908634192357,0.027997984580965,0.018648221399587,0.04748414569245,,,,,,,,,,,,
0.0345985997668,0.028359790342967,0.026062124878968,0.018076185321821,0.042539839984403,,,,,,,,,,,,
0.108811449637274,0.072967677677621,0.096707462059506,0.097672846560257,0.109908353173221,,,,,,,,,,,,
5.94972596810712E-07,2.77231500061374,0.558438629215029,32.3148760038247,39.6032031892985,,,,,,,,,,,,
426.242595243601,145.412860504152,778.100996015299,1194.85331317279,167.885042514216,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
70-120mean,,,,,,,,,,,,,,,,
0.18954089805291,0.13831814992909,0.158759296186056,0.130126663903878,0.159060826592059,,,,,,,,,,,,
0.117939731508935,0.093090293983167,0.093905291362557,0.072599401600618,0.109860318807236,,,,,,,,,,,,
0.552594259604222,0.312227144250469,0.590406351035903,0.724555653737442,0.33130593315037,,,,,,,,,,,,
0.056343349003911,0.022202992267397,0.04574618385181,0.039170263997673,0.031528987447431,,,,,,,,,,,,
0.033629305684126,0.014872782315346,0.026048421563276,0.021236366212378,0.021473712892205,,,,,,,,,,,,
0.208326636033458,0.053035029150185,0.223914080939948,0.306685173667962,0.070345301691598,,,,,,,,,,,,
0.116205564758848,0.091237626391935,0.090588473426114,0.069870786019766,0.107202796915955,,,,,,,,,,,,
0.110967198897844,0.087053968317329,0.087953509340624,0.068956681455044,0.100345390446023,,,,,,,,,,,,
0.523999617736028,0.290887110957281,0.556033882830582,0.690881404887033,0.306639613707491,,,,,,,,,,,,
2.63214111328125E-06,1.30232728004456,0.206035361289978,5.60873697280884,7.32583198547363,,,,,,,,,,,,
587.96,248.96,919.94,1548.3,256.48,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
