first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
var,,,,,,,,,,,,,,,,
0.057098546610713,0.047283439072596,0.053334063614448,0.049139740321845,0.05490995749909,,,,,,,,,,,,
0.041653075160785,0.032989024843103,0.03622599103607,0.029930865881136,0.04086979784233,,,,,,,,,,,,
0.136621713535964,0.140306179825863,0.131236008771643,0.12446038106296,0.116818908517837,,,,,,,,,,,,
0.034689333300202,0.018011367925872,0.029598622602229,0.02174539752644,0.025609901921368,,,,,,,,,,,,
0.02197761416929,0.011692996204625,0.018141105521109,0.012282876337045,0.017324400679344,,,,,,,,,,,,
0.113755127886864,0.054632233906002,0.107882930114178,0.124527390938826,0.058793071184011,,,,,,,,,,,,
0.041919997338125,0.03373712095568,0.035931320334952,0.029194470660039,0.038838766043941,,,,,,,,,,,,
0.037839005468432,0.030838007575577,0.033509583335946,0.028321786353349,0.034304977592954,,,,,,,,,,,,
0.133069616783858,0.130446371866745,0.133491861908785,0.129083729556714,0.110885417576933,,,,,,,,,,,,
5.66132434068902E-07,2.28303871809412,0.780933146849403,16.7740842263046,22.6489909121178,,,,,,,,,,,,
339.65040615315,140.143206756517,506.543242379167,877.023334923308,160.03677577357,,,,,,,,,,,,
