first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF
0.169669908492605,0.087273877867955,0.191344951505132,0.202844423884923,0.189495
0.178821178821179,0.171572750210261,0.189726284214473,0.174660909560238,0.120766
0.168737512487513,0.060622276584359,0.224791337694563,0.261899390931649,0.012969
0.010557686349394,0,0.020152604975471,0.019851234838252,0.01717
0.012090104115987,0,0.017369477911647,0.01600102406554,0.010291
0.009239107241924,0,0.024896694214876,0.027149877149877,0.121088
0.153028322350525,0.061339015231661,0.162171822112155,0.157198922022567,0.163969
0.165750915750916,0.164171122994652,0.158197139938713,0.141919191919192,0.11624
0.146955985191279,0.057026713124274,0.174450549450549,0.224612010796221,0.011192
2.14576721191406E-06,1.72669470310211,0.075372099876404,0.014340043067932,78.5
96.5,33.5,150.5,205.5,0.189495
