first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF
0.07082478638888638,0.06610974347555093,0.08356151066072375,0.07428572617116082,0.06605888922826096
0.07020109427522907,0.059642070946230294,0.07258610714710019,0.06065265147282383,0.05724392885720455
0.10713451277229784,0.09365525590954948,0.11422128467698464,0.12000269807443592,0.12403165219383133
0.03476904840259814,0.03873680186714227,0.05521047897493341,0.0642978672927135,0.04382888440724878
0.02671001139116165,0.030407771424908706,0.041235029776006966,0.04508059854890662,0.03587717815527938
0.07274752325699632,0.05600266894755071,0.09379555140734165,0.1366329195120885,0.09404612699124817
0.05786040302026863,0.05615605693077646,0.07479443344984557,0.06681789907514081,0.06070957028878652
0.058279865889590436,0.05512292801753798,0.06706173898116814,0.05943945043351554,0.05496301399719731
0.10316984555533623,0.0887852267095068,0.11544471879342437,0.12761244221776014,0.12005441795005144
4.51665921301727e-07,0.24481392667068788,0.010348845663707048,0.0008991258749394203,0.2656511720762059
77.6187706274649,72.35028357275354,112.91748065740987,111.62406237748604,60.11081364742431
