first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF
0.7374138795569154,0.025571892962034222,0.41832511815607143,0.21129035897659754,0.1561309932096306
0.6806646181859566,0.06896551724137931,0.41107702794819356,0.1757305194805195,0.1897568608570053
0.8367686170212766,0.015104879160966712,0.4371592539454806,0.31538918597742127,0.1358901515151515
0.7137002293214387,0.0,0.2712578140991839,0.051123184154565,0.017824528773920326
0.6398405516052574,0.0,0.27419155152775715,0.036867924528301885,0.023959827833572454
0.7701612903225806,0.0,0.26061120543293714,0.08449074074074074,0.0144004144004144
0.72006990602327,0.015552351323743347,0.4004605477969656,0.16250240552851172,0.13802150859118886
0.6806646181859566,0.06896551724137931,0.39197234492029964,0.15339366515837105,0.16760299625468164
0.8367686170212766,0.015104879160966712,0.4177927927927928,0.2801332033788174,0.12579113924050633
2.7418136596679688e-06,1.8152358531951904,0.09842348098754883,31.40380334854126,31.411776185035706
139.5,25.0,149.0,310.0,78.5
