first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF
0.20361876329253642,0.025926920034756475,0.12828168544355006,0.08777032341196922,0.07683508449920462
0.15706535449238054,0.05208085040779767,0.16212545397760564,0.07345772375799856,0.09391454612352251
0.25120696069311466,0.018379478504584396,0.124832269961072,0.1298370046241381,0.07637525732984282
0.2428940548432451,0.003174546846753431,0.1407126394064487,0.0798779772261509,0.026133338424115384
0.20325758239248487,0.006616082602045816,0.1689576420786444,0.060306309534552065,0.03589135454337843
0.2849648790435507,0.0021738695518325798,0.13457474103928113,0.12456020612531493,0.022621114310909914
0.21169280431467552,0.01821510878370201,0.13556834798214806,0.0773055750429445,0.06733429177973023
0.1643972294281269,0.046382768510968994,0.16857255893970835,0.07120076541508197,0.08406817979839161
0.255535690224167,0.016641328004742457,0.12906274516872082,0.12921282255649796,0.06863620380431389
6.092516107168502e-07,0.34267458003536655,0.020912420354964798,24.38440198806408,14.503178811363924
58.76979155995026,16.017103358597648,78.97347656017179,241.88860576720018,47.13597352341415
