first-k,SMRS,TextRank,FWSR-BM25,FWSR-SIF
0.0984581965280744,0.08601198103824756,0.09548178498136613,0.09704975774535836,0.10539781623618612
0.09026630032145291,0.08251961448467056,0.0890333438278257,0.08033639032707872,0.08824813053018038
0.13305926965351958,0.10251659520674714,0.12376041411675659,0.13584638682874406,0.14100967023098301
0.07554146988497336,0.04745048270230112,0.0822321556134744,0.07369718026174853,0.0786849192956429
0.06768482918533864,0.046726012263969496,0.07146838868406497,0.05998589408283207,0.06817127115084791
0.09852066541019222,0.055481298356034055,0.11042432224382659,0.10445705925774533,0.09902483857712513
0.09587965919309577,0.07932816359604208,0.09352705957025496,0.08298052073627094,0.09761222032787886
0.08915276088081857,0.0781024827489215,0.08689311669036345,0.07451377585061067,0.0825709314350607
0.13575589574286046,0.09451525059055597,0.11853994541024426,0.12828242454163954,0.1336585916482959
3.47142691101099e-07,0.06563858453656352,0.0049448199846215644,0.00027370245347914287,0.3524352957864532
26.490972047095585,20.55143790589846,27.64272056075523,34.11151711665725,22.421070447237792
